CHV,synonym
C0312905,"antigen c,antigens c,c antigen"
C0312906,"antigen e,e antigen"
C0312907,"ag c,antigen c,antigens c,c antigen"
C0312909,antigen f
C0312963,antigen s
C0313040,k antigen
C0313041,k antigen
C0313106,"anti e,antibodies e,antibody e,e antibody"
C0313162,anti s
C0313240,"antibodies k,antibody k,k abs"
C0313314,haemoglobin port phillip
C0314596,cfu s
C0314604,"gene human,gene humans,genes human"
C0314611,"gene type,genes types,types gene"
C0314613,"gene linked,genes link,genes linked"
C0314614,"gene sex-linked,genes sex linked"
C0314621,gene promoters
C0314627,function genes
C0314632,"alleles multiple,multiple allele"
C0314639,"behavior genetic,behavior genetics"
C0314657,"genetic predispositions,genetic susceptibility,genetics predisposition"
C0314672,"polymerisation,polymerisations"
C0314719,"dry eyes,eye dryness,xeroma"
C0314732,agents infectious
C0314746,"cocci,coccus"
C0314749,chains cocci gram positive
C0314750,"clusters cocci gram positive,gram positive cocci cluster"
C0314752,"gram negative rods,gram rod negative,gram-negative bacillus,gram-negative rods"
C0314754,"gram negative cocci,gram negative coccus"
C0314760,"bacteria coliforms,coliform bacteria,coliforms"
C0314761,flora normal
C0314765,clostridium difficile toxins
C0314766,"streptococcal toxins,streptococcus toxins"
C0314787,"acinetobacter baumanni,baumannii acinetobacter"
C0314845,"achromobacter xylosoxidans,alcaligenes xylosoxydans"
C0314874,bacillus pumilus
C0314939,bacteroides asaccharolyticus
C0314974,bacillus bifidus
C0315060,pseudomonas luteola
C0315168,comomonas
C0315218,citrobacter diversus
C0315232,"agglomerans enterobacter,erwinia herbicola,pantoea agglomerans"
C0315252,enterobacter intermedius
C0315261,raoultella terrigena
C0315274,escherichia adecarboxylata
C0315276,proteus morganii
C0315284,proteus rettgeri
C0315462,montevideo salmonella
C0315582,newport salmonella
C0317471,enterococcus durans
C0317524,oryzihabitans pseudomona
C0317531,pseudomonas paucimobilis
C0317568,h parainfluenzae
C0317731,kocuria rosea
C0317733,micrococcus varians
C0317758,"mycobacterium xenopei,xenopi mycobacterium"
C0317763,fortuitum mycobacterium
C0317838,hominis mycoplasmas
C0317841,mycoplasma buccale
C0317975,pseudomonas solanacearum
C0317983,"burkholderia pickettii,ralstonia picketti"
C0318062,gordonia sputi
C0318113,hominis staphylococcus
C0318114,staphylococcus hemolyticus
C0318115,simulans staphylococcus
C0318146,mitis streptococcus
C0318152,streptococcus morbillorum
C0318153,"alpha haemolytic streptococcus,alpha hemolytic strep,alpha streptococcus,alpha-hemolytic streptococcus,streptococcus alpha"
C0318154,"beta haemolytic streptococcus,beta hemolytic strep,beta hemolytic streptococcus,beta-haemolytic streptococcus,beta-hemolytic streptococcus,hemolytic beta strep,streptococcus beta,streptococcus beta hemolytic"
C0318155,"gamma hemolytic streptococcus,non-hemolytic streptococcus"
C0318157,"streptococci viridans,streptococcus viridans group,viridans streptococci,viridans streptococcus"
C0318158,streptococcus group c
C0318159,"group d streptococcus,streptococcus lancefield group d"
C0318162,streptococcus group g
C0318185,canis streptococcus
C0318258,mimicus vibrios
C0318276,fischeri vibrio
C0318290,"pseudomonas maltophilia,xanthomonas maltophilia"
C0318297,flavobacterium columnare
C0318313,rickettsia akari
C0318348,haemobartonella felis
C0318356,"humans virus,virus human"
C0318798,paramyxoviruses
C0319089,t-lymphotropic viruses
C0319132,papovaviridae
C0319157,"as virus,viru"
C0319494,mildews
C0319508,rhizopus arrhizus
C0319513,rhizopus stolonifer
C0319634,"truffles,tuber organism,tubers"
C0319645,toadstool
C0319647,fly agaric
C0319727,psilocybe cubensis
C0319804,grifola frondosa
C0319862,rust
C0319899,"candidas glabrata,torulopsis glabrata"
C0320062,alternaria alternata
C0320068,pullularia
C0320117,monosporium
C0320160,"chartarum stachybotry,chartarum stachybotrys,stachybotrys atra"
C0320181,epicoccum
C0320225,internal parasites
C0320317,dientameba fragilis
C0320328,trichomona tenax
C0320420,coli entamoeba
C0320450,iodameba
C0320451,iodameba butschlii
C0321792,flukes intestinal
C0321793,flukes lung
C0321945,giant intestinal fluke
C0321981,flukes pancreatic
C0322196,dwarf tapeworms
C0322217,"dog tapeworm,dogs tapeworms,tapeworm dog"
C0322493,"bot flies,bot flys,botfly"
C0322495,"blowflies,blowfly"
C0322496,caterpillars
C0322497,ear mites
C0322498,mites nasal
C0322502,"blattella germanica,bugs water"
C0322520,weevil
C0322546,lytta vesicatoria
C0322593,bugs kissing
C0322630,"body lice,human body lice,pediculus humanus,pediculus humanus corporis"
C0322635,"crab lice,crab louse,crabs,phthirius pubis,phthirus pubis,pthirus pubis,pubic lice"
C0322859,tiger mosquito
C0322968,anophele stephensi
C0322988,"deerflies,deerfly,horseflies,horsefly"
C0323152,cordylobia
C0323216,"chigoe,fleas sand,sand flea,tunga penetrans"
C0323219,"fleas human,fleas humans"
C0323227,dog fleas
C0323228,cat fleas
C0323259,brown tail moth
C0323351,"apis mellifera,apis mellifica,bee honey,bees honey,honey bee,honeybees"
C0323356,bombus
C0323368,"ants fire,solenopsis"
C0323431,"mountain rocky ticks,mountain rocky ticks wood"
C0323465,brown dog tick
C0323498,lone star ticks
C0323511,blue tick
C0323515,cattle tick
C0323546,fever relapsing tick
C0323612,mites rat
C0323673,"dogs ear mites,otodectes cynotis"
C0323677,d. farinae
C0323683,"demodex mite,demodex mites"
C0323724,dogs mites
C0323740,latrodectus
C0323749,"lycosidae,spiders wolf"
C0323754,"brown recluse spiders,brown spider,brown spiders,loxoceles reclusa,recluse brown spider,spider brown recluse"
C0323769,spider crab
C0323819,centipedes
C0323823,millipedes
C0324023,gastropods
C0324024,"slugging,slugs"
C0324026,"scallop,scalloped"
C0324031,cone shells
C0324033,portuguese man of war
C0324034,corals
C0324145,donkeys
C0324146,mules
C0324296,terriers
C0324306,beagles
C0324327,bulldogs
C0324331,chihuahuas
C0324335,chow
C0324348,dachshunds
C0324372,bulldogs french
C0324384,greyhounds italian
C0324413,pointers
C0324418,poodles
C0324430,golden retrievers
C0324444,setters
C0324454,spaniels
C0324505,rexed
C0324556,birds domestic
C0324717,koala
C0324765,"bats vampire,desmodus rotundus"
C0324786,"aye,ayes"
C0324855,bonobo
C0324975,"mara,maras"
C0324976,hydrochaeris hydrochaeris
C0325001,"canis lupus,wolves"
C0325023,"bear polar,polar bear,white bear"
C0325044,martens
C0325049,wolverine
C0325079,fossa [mammal]
C0325089,"cats,catting,feline"
C0325109,ocelot
C0325112,jaguar
C0325115,tigers
C0325148,manatees
C0325174,zebras
C0325226,alces alces
C0325230,"giraffa camelopardalis,giraffes"
C0325276,suni
C0325331,penguins
C0325336,struthio camelus
C0325339,rhea
C0325343,emus
C0325392,pelicans
C0325437,herons
C0325459,storks
C0325469,ibi
C0325513,redheads
C0325528,"cygnus,swans"
C0325553,hawking
C0325564,eagles
C0325704,monias
C0325736,railing
C0325748,mohos
C0325827,"stilt,stilted"
C0325865,jaegers
C0325881,terns
C0325912,pigeons
C0325913,dive
C0325983,macaws
C0326002,lori
C0326067,owls
C0326116,apu
C0326127,hummingbirds
C0326180,rollers
C0326243,woodpeckers
C0326352,asities
C0326367,larks
C0326391,"crowing,crows"
C0326402,"jai,jays"
C0326414,nutcrackers
C0326561,dippers
C0326711,starlings
C0326756,white eye
C0326812,weavers
C0326915,finch
C0326922,bunt
C0326926,"cardinals,red bird"
C0326967,tadpole
C0327111,painted turtles
C0327149,"mata,matas"
C0327176,gekko
C0327205,chameleons
C0327461,snakes tiger
C0327529,timber rattlesnake
C0327578,pit viper white-lipped
C0327620,sharks whale
C0327628,"great sharks white,sharks white,white shark"
C0327722,stingrays
C0327752,sturgeons
C0327904,anchovies
C0328038,carping
C0328099,hitching
C0328104,ide
C0328442,pollocks
C0328719,snooks
C0328960,stizostedion vitreum vitreum
C0329040,permitted
C0329332,searchers
C0329590,bonitos
C0329851,fish scorpion
C0330074,fugu
C0330090,"blossom,blossoms,flowers"
C0330095,cone
C0330099,bush
C0330100,vines
C0330101,garden plants
C0330104,house plants
C0330152,juniperus
C0330157,juniperus oxycedrus
C0330186,"pine tree,pine trees"
C0330187,cone pine
C0330195,"abies,fir,firs"
C0330199,"taxus,yews"
C0330203,pacific yew tree
C0330206,"gingko,gingko biloba,ginkgo,ginkgo biloba,ginko,maidenhair tree"
C0330208,angiosperms
C0330213,annona cherimolia
C0330230,avocados
C0330240,aconite
C0330247,bugbane
C0330253,adoni
C0330254,windflower
C0330264,"crowfoot,ranunculus"
C0330270,"golden seal,hydrastis canadensis"
C0330281,chelidonium majus
C0330287,"heart bleed,heart bleeding"
C0330302,"genus quercus,oaks,quercus"
C0330303,acorns
C0330312,"betula,birched"
C0330318,"alders,alnus"
C0330325,hazelnuts
C0330333,"poke,poked,poking"
C0330339,"four o clock,jalapa mirabilis"
C0330342,mescal
C0330358,epazote
C0330362,"salsola,saltwort,tumbleweed"
C0330382,saponaria officinalis
C0330386,"dock,rumex,sorrel,sorrel plant,yellow dock"
C0330391,"beet sugar,mangels"
C0330399,"holly,ilex"
C0330414,"kalmia,laurels"
C0330432,azaleas
C0330444,"diospyros,ebony"
C0330455,primula
C0330463,"pansy,viola,violet"
C0330464,viola odorata
C0330482,"bitter gourd,charantia momordica,karela"
C0330492,capparis
C0330498,"brassica oleracea,broccoli,kale"
C0330501,brussel sprouts
C0330523,"cottons,gossypium herbaceum"
C0330524,cottons
C0330527,marshmallows
C0330531,ulmus
C0330532,"ulmus fulva,ulmus rubra"
C0330540,"morus,mulberry tree"
C0330543,humulus
C0330544,"hop,hops,humulus lupulus"
C0330546,"nettle stinging,stinging nettles,urtica"
C0330556,poinsettias
C0330569,"maran,marans"
C0330603,"aleurites,tung"
C0330612,daphnes
C0330651,firethorn
C0330654,amygdalus
C0330657,cherry
C0330660,plum
C0330664,pear
C0330667,rowans
C0330692,"crab's eyes,rosary pea"
C0330722,cassia acutifolia
C0330733,peas sweet
C0330751,cytisus scoparius
C0330759,"anagyroides laburnum,laburnum anagyroides"
C0330764,"indigofera,indigos"
C0330783,"clover red,rotklee,trifolium pratense"
C0330788,"beans faba,beans fava,vicia faba"
C0330791,"tares,taring"
C0330802,prosopis
C0330808,karanja
C0330813,"bluebonnet,lupine,lupines,lupins,lupinus"
C0330838,"ipil ipil,tanning tanning"
C0330856,dolicho
C0330897,puncture vine
C0330899,"caltrop,puncture vine"
C0330913,"banisteria,banisteriopsis"
C0330922,"citrus aurantium,orange bitter,oranges seville"
C0330928,"rue,ruta,ruta plant"
C0330929,"rue,rue plant,ruta graveolens"
C0330935,balanite
C0330940,melias
C0330953,"anacardium occidentale,cashews,maranon"
C0330955,"mangifera indica,mangos"
C0330962,sumac poison
C0330966,"poison wood,poisoning wood"
C0330971,"juglan,juglans,walnuts"
C0330972,juglans nigra
C0330996,acer
C0331000,"aesculus hippocastanum,chestnuts horse,horse-chestnut,horsechestnut,horsechestnuts"
C0331018,european mistletoe
C0331024,"creeper virginia,virginia creeper"
C0331027,aralia
C0331030,english ivy
C0331036,cicuta
C0331055,sambucus
C0331059,common elder
C0331065,honeysuckle
C0331068,woodbine
C0331097,"nerium oleander,oleanders"
C0331103,rauvolfia serpentina
C0331123,vinca
C0331124,"catharanthus roseus,madagascar periwinkle,old maid,rosy periwinkle"
C0331196,datura suaveolens
C0331203,"lycium,wolfberries"
C0331221,"nightshades,solanum"
C0331224,bull nettle
C0331225,solanum nigrum
C0331230,bittersweet
C0331254,glories morning
C0331260,bindweed
C0331298,indian tobacco
C0331302,nepeta
C0331307,wolf's bane
C0331308,"artemisia,mugwort"
C0331312,asters
C0331327,asthmaweed
C0331332,eupatorium perfoliatum
C0331428,"carduus marianus,milk thistles,silybum marianum"
C0331431,solidago
C0331432,ambrosia
C0331459,arum
C0331460,lady lords
C0331463,callas
C0331478,colocasia esculenta
C0331484,typhas
C0331487,catechu
C0331556,lolium temulentum
C0331595,leeks
C0331600,lily valley
C0331669,root red
C0331672,narcissus
C0331677,"pari,paries"
C0331679,polygonatum
C0331680,tulipa
C0331683,yams
C0331705,lowering plants
C0331729,ferns
C0331745,equisetum
C0331746,"arvense equisetum,equisetum arvense"
C0331763,adria
C0331778,barons
C0331790,blaines
C0331792,ingelheim boehringer
C0331794,boots
C0331797,"bristol myer,bristol myers"
C0331842,janssens
C0331848,lactaid
C0331851,ely lilly
C0331857,masons
C0331865,"mile,miling"
C0331900,fast slim
C0331903,somerset
C0331908,stuarts
C0331909,summits
C0331912,tap pharmaceutical
C0331933,"wyeth ayerst,wyeth laboratories"
C0331935,ciba geigy
C0331936,campbells
C0331945,columbia laboratory
C0331946,combes
C0331993,phoenix
C0332081,laboratory national
C0332120,evidence of
C0332128,examining
C0332134,pdx
C0332137,primary diagnosis
C0332139,"diagnosis (DX),dx"
C0332142,aps diagnosis
C0332148,"probable,probably"
C0332152,"preceded,preceding,prior to"
C0332155,untreated
C0332157,"exposed to,exposing,exposure to"
C0332158,"contact with,contacting"
C0332159,"hit by,hitting"
C0332162,"onset of,with onset"
C0332167,"high risk,high risks"
C0332168,"frame time,time frames"
C0332169,diurnal
C0332170,in the morning
C0332173,"each day,every day,everyday"
C0332174,every week
C0332177,month per
C0332181,"annually,every year,yearly"
C0332182,periodically
C0332183,"frequently,often"
C0332186,"limit time,limits time,time limit"
C0332190,impended
C0332196,"excludes,out rule,out rules,out ruling,rule out"
C0332197,"absence of,absent"
C0332198,"abnormal presence,presence of abnormal"
C0332200,diffuse acute
C0332203,acute necrotising
C0332212,active chronic
C0332214,granulomatous chronic
C0332218,difficulty with
C0332219,easily
C0332220,"cross link,cross linking,cross links,cross-linking"
C0332229,drop shape
C0332230,hyalinizing
C0332232,approximate
C0332239,youngs
C0332240,"agnogenic,cryptogenic,idiopathic,origin unknown"
C0332243,"crest,crests,ridge,ridges"
C0332251,"predominate,predominated,predominating"
C0332253,evolved
C0332255,"fragmenting,fragments"
C0332256,"contain,contained,contains"
C0332257,"include,included,includes,inclusive"
C0332260,compressing
C0332264,"light weight,weight light"
C0332268,"lacking,lacks"
C0332270,"alternates,alternating"
C0332271,"worsen,worsening,worsens"
C0332274,endodontic
C0332278,paedodontics
C0332281,"associated with,associating"
C0332282,as a result of
C0332283,"follow,followed,follows"
C0332284,arising
C0332286,going into
C0332288,minus
